RSU Count, ScenarioId, ContentId, Timestamp, Completion, REQ/REP, SimType, Centrality, OriginPolicy
10,3,4,135.110682,-,REQ,Manual,Degree,Push
10,3,4,136.199099,136.199099,REP,Manual,Degree,Push
10,4,4,135.110682,-,REQ,Manual,Degree,Pull
10,4,4,139.854707,139.854707,REP,Manual,Degree,Pull
10,5,4,135.110682,-,REQ,Manual,Closeness,Push
10,5,4,136.232371,136.232371,REP,Manual,Closeness,Push
10,5,5,130.110682,-,REQ,Manual,Closeness,Push
10,5,5,130.364339,130.705521,REP,Manual,Closeness,Push
10,6,4,135.110682,-,REQ,Manual,Closeness,Pull
10,6,4,139.802756,139.802756,REP,Manual,Closeness,Pull
10,7,4,135.110682,-,REQ,Manual,Betweenness,Push
10,7,4,138.639275,138.639275,REP,Manual,Betweenness,Push
10,7,5,130.110682,-,REQ,Manual,Betweenness,Push
10,7,5,132.646176,132.943887,REP,Manual,Betweenness,Push
10,8,4,135.110682,-,REQ,Manual,Betweenness,Pull
10,8,4,140.569141,140.569141,REP,Manual,Betweenness,Pull
10,8,5,130.110682,-,REQ,Manual,Betweenness,Pull
10,8,5,134.407737,134.776447,REP,Manual,Betweenness,Pull
10,11,4,215.106700,-,REQ,Manual,Degree,Push
10,11,4,216.337355,216.337355,REP,Manual,Degree,Push
10,11,5,210.106700,-,REQ,Manual,Degree,Push
10,11,5,210.384361,210.883674,REP,Manual,Degree,Push
10,12,4,215.169080,-,REQ,Manual,Degree,Pull
10,12,4,220.102224,220.102224,REP,Manual,Degree,Pull
10,12,5,210.169080,-,REQ,Manual,Degree,Pull
10,12,5,213.732577,214.311826,REP,Manual,Degree,Pull
10,13,4,215.114693,-,REQ,Manual,Closeness,Push
10,13,4,216.294810,216.294810,REP,Manual,Closeness,Push
10,14,4,215.249485,-,REQ,Manual,Closeness,Pull
10,14,4,219.922267,219.922267,REP,Manual,Closeness,Pull
10,14,5,210.249485,-,REQ,Manual,Closeness,Pull
10,14,5,213.357289,213.911264,REP,Manual,Closeness,Pull
10,15,4,215.481721,-,REQ,Manual,Betweenness,Push
10,15,4,216.781323,216.781323,REP,Manual,Betweenness,Push
10,16,4,215.421745,-,REQ,Manual,Betweenness,Pull
10,16,4,219.417146,219.417146,REP,Manual,Betweenness,Pull
10,16,5,210.203507,-,REQ,Manual,Betweenness,Pull
10,16,5,212.824586,213.119423,REP,Manual,Betweenness,Pull
10,19,4,295.106700,-,REQ,Manual,Degree,Push
10,19,4,300.683103,300.683103,REP,Manual,Degree,Push
10,19,5,290.106700,-,REQ,Manual,Degree,Push
10,19,5,293.364599,293.780881,REP,Manual,Degree,Push
10,20,4,295.169080,-,REQ,Manual,Degree,Pull
10,20,4,301.256742,301.256742,REP,Manual,Degree,Pull
10,20,5,290.169080,-,REQ,Manual,Degree,Pull
10,20,5,294.720854,295.053609,REP,Manual,Degree,Pull
10,21,4,295.114693,-,REQ,Manual,Closeness,Push
10,21,4,299.600645,299.600645,REP,Manual,Closeness,Push
10,22,4,295.249485,-,REQ,Manual,Closeness,Pull
10,22,4,301.205734,301.205734,REP,Manual,Closeness,Pull
10,22,5,290.249485,-,REQ,Manual,Closeness,Pull
10,22,5,293.878671,294.336942,REP,Manual,Closeness,Pull
10,23,4,295.481721,-,REQ,Manual,Betweenness,Push
10,23,4,296.763752,296.763752,REP,Manual,Betweenness,Push
10,23,5,290.481721,-,REQ,Manual,Betweenness,Push
10,23,5,290.687259,291.039998,REP,Manual,Betweenness,Push
10,24,4,295.421745,-,REQ,Manual,Betweenness,Pull
10,24,4,301.484620,301.484620,REP,Manual,Betweenness,Pull
10,24,5,290.421745,-,REQ,Manual,Betweenness,Pull
10,24,5,295.273364,295.541896,REP,Manual,Betweenness,Pull
10,3,5,130.110682,-,REQ,Manual,Degree,Push
10,3,5,130.409167,130.773251,REP,Manual,Degree,Push
10,4,5,130.110682,-,REQ,Manual,Degree,Pull
10,4,5,133.047526,133.212898,REP,Manual,Degree,Pull
10,6,5,130.110682,-,REQ,Manual,Closeness,Pull
10,6,5,132.821270,133.195175,REP,Manual,Closeness,Pull
10,13,5,210.418377,-,REQ,Manual,Closeness,Push
10,13,5,210.641150,210.834103,REP,Manual,Closeness,Push
10,15,5,210.025524,-,REQ,Manual,Betweenness,Push
10,15,5,210.164560,210.661864,REP,Manual,Betweenness,Push
10,21,5,290.265816,-,REQ,Manual,Closeness,Push
10,21,5,290.780073,291.059047,REP,Manual,Closeness,Push
