RSU Count, ScenarioId, ContentId, Timestamp, Completion, REQ/REP, SimType, Centrality, OriginPolicy
15,3,4,135.219651,-,REQ,Manual,Degree,Push
15,3,4,136.869165,136.869165,REP,Manual,Degree,Push
15,3,5,130.219651,-,REQ,Manual,Degree,Push
15,3,5,130.942991,131.602958,REP,Manual,Degree,Push
15,4,4,135.219651,-,REQ,Manual,Degree,Pull
15,4,4,140.398465,140.398465,REP,Manual,Degree,Pull
15,4,5,130.219651,-,REQ,Manual,Degree,Pull
15,4,5,133.951634,134.695800,REP,Manual,Degree,Pull
15,5,4,135.219651,-,REQ,Manual,Closeness,Push
15,5,4,137.335184,137.335184,REP,Manual,Closeness,Push
15,6,4,135.219651,-,REQ,Manual,Closeness,Pull
15,6,4,139.925405,139.925405,REP,Manual,Closeness,Pull
15,6,5,130.219651,-,REQ,Manual,Closeness,Pull
15,6,5,133.399408,134.676460,REP,Manual,Closeness,Pull
15,7,4,135.219651,-,REQ,Manual,Betweenness,Push
15,7,4,136.572426,136.572426,REP,Manual,Betweenness,Push
15,8,4,135.219651,-,REQ,Manual,Betweenness,Pull
15,8,4,139.909479,139.909479,REP,Manual,Betweenness,Pull
15,11,4,215.281864,-,REQ,Manual,Degree,Push
15,11,4,216.662587,216.662587,REP,Manual,Degree,Push
15,11,5,210.281864,-,REQ,Manual,Degree,Push
15,11,5,210.744641,210.851367,REP,Manual,Degree,Push
15,12,4,215.067621,-,REQ,Manual,Degree,Pull
15,12,4,220.999817,220.999817,REP,Manual,Degree,Pull
15,12,5,210.067621,-,REQ,Manual,Degree,Pull
15,12,5,213.562542,214.181045,REP,Manual,Degree,Pull
15,13,4,215.203115,-,REQ,Manual,Closeness,Push
15,13,4,216.468235,216.468235,REP,Manual,Closeness,Push
15,14,4,215.272021,-,REQ,Manual,Closeness,Pull
15,14,4,219.292081,219.292081,REP,Manual,Closeness,Pull
15,15,4,215.416407,-,REQ,Manual,Betweenness,Push
15,15,4,216.792004,216.792004,REP,Manual,Betweenness,Push
15,15,5,210.416407,-,REQ,Manual,Betweenness,Push
15,15,5,210.673676,211.012525,REP,Manual,Betweenness,Push
15,16,4,215.076768,-,REQ,Manual,Betweenness,Pull
15,16,4,218.962789,218.962789,REP,Manual,Betweenness,Pull
15,16,5,210.076768,-,REQ,Manual,Betweenness,Pull
15,16,5,212.468194,212.904940,REP,Manual,Betweenness,Pull
15,19,4,295.281864,-,REQ,Manual,Degree,Push
15,19,4,299.900765,299.900765,REP,Manual,Degree,Push
15,19,5,290.281864,-,REQ,Manual,Degree,Push
15,19,5,293.485807,293.903148,REP,Manual,Degree,Push
15,20,4,295.067621,-,REQ,Manual,Degree,Pull
15,20,4,301.382918,301.382918,REP,Manual,Degree,Pull
15,21,4,295.203115,-,REQ,Manual,Closeness,Push
15,21,4,299.546641,299.546641,REP,Manual,Closeness,Push
15,22,4,295.272021,-,REQ,Manual,Closeness,Pull
15,22,4,301.358411,301.358411,REP,Manual,Closeness,Pull
15,23,4,295.416407,-,REQ,Manual,Betweenness,Push
15,23,4,296.663698,296.663698,REP,Manual,Betweenness,Push
15,24,4,295.076768,-,REQ,Manual,Betweenness,Pull
15,24,4,301.470271,301.470271,REP,Manual,Betweenness,Pull
15,5,5,130.219651,-,REQ,Manual,Closeness,Push
15,5,5,131.148803,131.441727,REP,Manual,Closeness,Push
15,7,5,130.219651,-,REQ,Manual,Betweenness,Push
15,7,5,130.544540,130.848003,REP,Manual,Betweenness,Push
15,8,5,130.219651,-,REQ,Manual,Betweenness,Pull
15,8,5,133.140798,133.458295,REP,Manual,Betweenness,Pull
15,13,5,210.255492,-,REQ,Manual,Closeness,Push
15,13,5,210.789897,211.078639,REP,Manual,Closeness,Push
15,11,5,210.463574,-,REQ,Manual,Degree,Push
15,11,5,211.193296,211.527105,REP,Manual,Degree,Push
15,20,5,290.044817,-,REQ,Manual,Degree,Pull
15,20,5,294.384789,294.634764,REP,Manual,Degree,Pull
15,21,5,290.391425,-,REQ,Manual,Closeness,Push
15,21,5,293.106664,293.217497,REP,Manual,Closeness,Push
15,22,5,290.432674,-,REQ,Manual,Closeness,Pull
15,22,5,294.948383,295.223520,REP,Manual,Closeness,Pull
15,23,5,290.467708,-,REQ,Manual,Betweenness,Push
15,23,5,290.849828,290.969576,REP,Manual,Betweenness,Push
15,24,5,290.407534,-,REQ,Manual,Betweenness,Pull
15,24,5,292.720874,292.856708,REP,Manual,Betweenness,Pull
15,14,5,210.342099,-,REQ,Manual,Closeness,Pull
15,14,5,212.098442,212.641396,REP,Manual,Closeness,Pull
