RSU Count, ScenarioId, ContentId, Timestamp, Completion, REQ/REP, SimType, Centrality, OriginPolicy
20,3,4,135.326525,-,REQ,Manual,Degree,Push
20,3,4,137.111879,137.111879,REP,Manual,Degree,Push
20,3,5,130.326525,-,REQ,Manual,Degree,Push
20,3,5,131.473710,131.750081,REP,Manual,Degree,Push
20,4,4,135.326525,-,REQ,Manual,Degree,Pull
20,4,4,140.298211,140.298211,REP,Manual,Degree,Pull
20,4,5,130.326525,-,REQ,Manual,Degree,Pull
20,4,5,133.885967,134.138104,REP,Manual,Degree,Pull
20,5,4,135.326525,-,REQ,Manual,Closeness,Push
20,5,4,136.419550,136.419550,REP,Manual,Closeness,Push
20,5,5,130.326525,-,REQ,Manual,Closeness,Push
20,5,5,130.715627,131.109707,REP,Manual,Closeness,Push
20,6,4,135.326525,-,REQ,Manual,Closeness,Pull
20,6,4,138.848453,138.848453,REP,Manual,Closeness,Pull
20,7,4,135.326525,-,REQ,Manual,Betweenness,Push
20,7,4,136.464350,136.464350,REP,Manual,Betweenness,Push
20,7,5,130.326525,-,REQ,Manual,Betweenness,Push
20,7,5,130.580043,130.943082,REP,Manual,Betweenness,Push
20,8,4,135.326525,-,REQ,Manual,Betweenness,Pull
20,8,4,140.429335,140.429335,REP,Manual,Betweenness,Pull
20,8,5,130.326525,-,REQ,Manual,Betweenness,Pull
20,8,5,133.238761,133.876145,REP,Manual,Betweenness,Pull
20,16,4,215.207822,-,REQ,Manual,Betweenness,Pull
20,16,4,218.815393,218.815393,REP,Manual,Betweenness,Pull
20,15,4,215.337687,-,REQ,Manual,Betweenness,Push
20,15,4,216.806833,216.806833,REP,Manual,Betweenness,Push
20,14,4,215.352161,-,REQ,Manual,Closeness,Pull
20,14,4,218.806123,218.806123,REP,Manual,Closeness,Pull
20,14,5,210.352161,-,REQ,Manual,Closeness,Pull
20,14,5,212.664017,212.824479,REP,Manual,Closeness,Pull
20,13,4,215.352464,-,REQ,Manual,Closeness,Push
20,13,4,216.552753,216.552753,REP,Manual,Closeness,Push
20,12,4,215.018828,-,REQ,Manual,Degree,Pull
20,12,4,221.544723,221.544723,REP,Manual,Degree,Pull
20,11,4,215.388279,-,REQ,Manual,Degree,Push
20,11,4,219.253557,219.253557,REP,Manual,Degree,Push
20,11,5,210.388279,-,REQ,Manual,Degree,Push
20,11,5,213.303242,213.692270,REP,Manual,Degree,Push
20,24,4,295.136929,-,REQ,Manual,Betweenness,Pull
20,24,4,301.958105,301.958105,REP,Manual,Betweenness,Pull
20,24,5,290.136929,-,REQ,Manual,Betweenness,Pull
20,24,5,295.003484,295.374582,REP,Manual,Betweenness,Pull
20,23,4,295.405576,-,REQ,Manual,Betweenness,Push
20,23,4,296.609365,296.609365,REP,Manual,Betweenness,Push
20,22,4,295.153548,-,REQ,Manual,Closeness,Pull
20,22,4,301.285776,301.285776,REP,Manual,Closeness,Pull
20,22,5,290.153548,-,REQ,Manual,Closeness,Pull
20,22,5,294.278838,294.803662,REP,Manual,Closeness,Pull
20,21,4,295.021921,-,REQ,Manual,Closeness,Push
20,21,4,299.778644,299.778644,REP,Manual,Closeness,Push
20,21,5,290.021921,-,REQ,Manual,Closeness,Push
20,21,5,290.810327,291.644812,REP,Manual,Closeness,Push
20,20,4,295.060772,-,REQ,Manual,Degree,Pull
20,20,4,301.493440,301.493440,REP,Manual,Degree,Pull
20,19,4,295.360088,-,REQ,Manual,Degree,Push
20,19,4,301.416795,301.416795,REP,Manual,Degree,Push
20,6,5,130.326525,-,REQ,Manual,Closeness,Pull
20,6,5,132.872878,133.138642,REP,Manual,Closeness,Pull
20,15,5,210.219221,-,REQ,Manual,Betweenness,Push
20,15,5,210.601645,211.030357,REP,Manual,Betweenness,Push
20,16,5,210.052704,-,REQ,Manual,Betweenness,Pull
20,16,5,213.802741,214.090251,REP,Manual,Betweenness,Pull
20,14,5,210.083572,-,REQ,Manual,Closeness,Pull
20,14,5,214.401749,214.584223,REP,Manual,Closeness,Pull
20,13,5,210.115369,-,REQ,Manual,Closeness,Push
20,13,5,212.742034,213.002096,REP,Manual,Closeness,Push
20,12,5,210.131565,-,REQ,Manual,Degree,Pull
20,12,5,212.967312,213.149061,REP,Manual,Degree,Pull
20,23,5,290.347500,-,REQ,Manual,Betweenness,Push
20,23,5,290.525781,291.109312,REP,Manual,Betweenness,Push
20,20,5,290.410505,-,REQ,Manual,Degree,Pull
20,20,5,295.765681,296.061239,REP,Manual,Degree,Pull
20,19,5,290.221832,-,REQ,Manual,Degree,Push
20,19,5,295.171305,295.196665,REP,Manual,Degree,Push
